name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileage_kmpl,engine_cc,max_power_bhp,torque_nm,log_selling_price
Maruti Swift VDI BSIV,2010,352000,72179,Diesel,Dealer,Manual,First Owner,5,19.2,1248,82.0,180.0,12.771386454580234
Honda City i DTec SV,2016,802999,50856,Diesel,Dealer,Manual,First Owner,5,26.0,1498,98.6,200.0,13.59610874759811
Maruti Swift LDI,2015,495000,59292,Diesel,Dealer,Manual,First Owner,5,28.4,1248,74.0,190.0,13.112313041550827
Maruti Celerio ZXI Optional AMT BSIV,2018,545000,10000,Petrol,Dealer,Automatic,First Owner,5,23.1,998,67.04,90.0,13.208541073645382
Maruti Baleno Zeta Automatic,2018,775000,21147,Petrol,Dealer,Automatic,First Owner,5,21.4,1197,83.1,115.0,13.560618308335483
Honda City i-DTEC ZX,2017,925000,69000,Diesel,Dealer,Manual,First Owner,5,25.6,1498,97.9,200.0,13.737549016494562
Maruti Swift AMT VDI,2018,790000,16000,Diesel,Dealer,Automatic,First Owner,5,28.4,1248,74.0,190.0,13.579788224443204
Maruti Baleno Delta,2017,620000,37000,Petrol,Dealer,Manual,First Owner,5,21.01,1197,81.8,113.0,13.337474757021274
Maruti Celerio VDi,2016,375000,61173,Diesel,Dealer,Manual,First Owner,5,27.62,793,47.0,125.0,12.834681304952548
Maruti Swift VDI BSIV W ABS,2016,595000,77321,Diesel,Dealer,Manual,First Owner,5,19.2,1248,82.0,180.0,13.296316684527767
Audi A4 35 TDI Premium Plus,2016,2450000,30000,Diesel,Dealer,Automatic,First Owner,5,18.25,1968,187.74,400.0,14.71159858252091
Mahindra XUV500 W8 2WD,2014,850000,75000,Diesel,Dealer,Manual,First Owner,7,15.1,2179,140.0,330.0,13.652991628466498
Maruti Baleno Alpha,2018,775000,17000,Petrol,Dealer,Manual,First Owner,5,21.01,1197,81.8,113.0,13.560618308335483
Maruti Swift Vdi BSIII,2008,260000,100000,Diesel,Individual,Manual,Second Owner,5,17.8,1248,75.0,190.0,12.468436909997665
Mahindra XUV500 AT W10 AWD,2016,1300000,91567,Diesel,Individual,Automatic,Third Owner,7,16.0,2179,140.0,330.0,14.077874822431765
Maruti Celerio VXI,2017,380000,50000,Petrol,Individual,Manual,First Owner,5,23.1,998,67.04,90.0,12.84792653170257
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,480000,60000,Petrol,Individual,Manual,First Owner,5,18.9,1197,81.86,113.75,13.081541382884074
Hyundai Verna 1.4 VTVT,2014,500000,33400,Petrol,Individual,Manual,First Owner,5,17.43,1396,105.5,135.3,13.122363377404328
Maruti Swift LXI Optional-O,2015,420000,36000,Petrol,Individual,Manual,First Owner,5,20.4,1197,83.11,113.0,12.948009990259552
Ford Figo Diesel ZXI,2011,130000,180000,Diesel,Individual,Manual,Second Owner,5,20.0,1399,68.0,160.0,11.77528972943772
Maruti Alto K10 2010-2014 VXI,2012,110000,80000,Petrol,Individual,Manual,First Owner,5,20.92,998,67.1,90.0,11.608235644774552
Maruti Alto LX BSIII,2007,120000,120000,Petrol,Individual,Manual,Second Owner,5,19.7,796,46.3,62.0,11.695247021764184
Maruti Swift Dzire AMT ZDI,2017,700000,80000,Diesel,Individual,Automatic,First Owner,5,28.4,1248,74.02,190.0,13.458835614025542
Maruti Swift Dzire LDI,2018,550000,120000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.02,190.0,13.217673557208654
Tata Indigo CS LX (TDI) BS-III,2014,190000,110000,Diesel,Individual,Manual,Second Owner,5,19.09,1405,69.01,135.0,12.154779351142624
Toyota Etios Liva 1.4 VD,2018,665000,70000,Diesel,Individual,Manual,First Owner,5,23.59,1364,67.04,170.0,13.407542319637992
Mahindra Xylo D4,2014,445000,120000,Diesel,Individual,Manual,Second Owner,7,14.95,2489,93.7,218.0,13.005829561148378
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,340000,92686,Diesel,Dealer,Manual,Second Owner,5,21.9,1396,88.76,219.6,12.736700896592344
Tata Manza Club Class Quadrajet90 LX,2012,270000,80000,Diesel,Individual,Manual,First Owner,5,21.02,1248,88.76,200.0,12.506177237980511
Mahindra XUV500 AT W8 FWD,2015,1044999,70000,Diesel,Individual,Automatic,First Owner,7,16.0,2179,140.0,330.0,13.85952648644279
Maruti Swift Ldi BSIV,2009,279000,117000,Diesel,Individual,Manual,First Owner,5,17.8,1248,75.0,190.0,12.538967060803502
Skoda Octavia L and K 1.9 TDI (MT),2007,250000,100000,Diesel,Individual,Manual,Second Owner,5,16.6,1896,122.4,8829.0,12.429216196844383
Hyundai Verna 1.6 SX VTVT AT,2012,475000,83000,Petrol,Individual,Automatic,First Owner,5,15.74,1591,121.3,154.9,13.071070083016778
Chevrolet Cruze LTZ AT,2016,750000,67600,Diesel,Individual,Automatic,First Owner,5,14.81,1998,163.7,360.0,13.527828485512494
Honda Amaze VX i-DTEC,2013,445000,100000,Diesel,Individual,Manual,First Owner,5,25.8,1498,98.6,200.0,13.005829561148378
Volkswagen Jetta 2.0 TDI Comfortline,2010,400000,100000,Diesel,Individual,Manual,First Owner,5,15.0,1896,105.0,8829.0,12.89921982609012
Hyundai i20 1.4 CRDi Era,2010,350000,90000,Diesel,Individual,Manual,Second Owner,5,23.0,1396,90.0,219.744,12.765688433465597
Skoda Rapid Ultima 1.6 TDI Elegance,2012,295000,140000,Diesel,Individual,Manual,First Owner,5,20.5,1598,103.5,250.0,12.594730635321957
Maruti Swift Dzire VXI 1.2,2018,600000,25000,Petrol,Individual,Manual,First Owner,5,21.21,1197,81.8,113.0,13.304684934198283
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,1650000,20000,Diesel,Individual,Manual,First Owner,8,13.68,2393,147.8,343.0,14.316285845876763
Maruti 800 AC,2012,100000,30000,Petrol,Individual,Manual,First Owner,4,16.1,796,37.0,59.0,11.512925464970229
Hyundai i20 1.2 Asta,2018,710000,42000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,114.7,13.473020249017498
Hyundai EON 1.0 Kappa Magna Plus Optional,2018,350000,10000,Petrol,Individual,Manual,Second Owner,5,20.3,998,68.05,94.14,12.765688433465597
Maruti Alto K10 2010-2014 VXI,2012,220000,13000,Petrol,Individual,Manual,First Owner,5,20.92,998,67.1,90.0,12.301382825334498
Renault Triber RXZ BSIV,2019,700000,6500,Petrol,Individual,Manual,First Owner,7,20.0,999,72.0,96.0,13.458835614025542
Hyundai EON Magna Plus,2013,198000,49500,Petrol,Individual,Manual,Second Owner,5,21.1,814,55.2,74.5,12.196022309676673
Hyundai i20 1.4 CRDi Sportz,2011,350000,50000,Diesel,Individual,Manual,First Owner,5,23.0,1396,90.0,219.744,12.765688433465597
Tata Indigo CR4,2011,210000,175000,Diesel,Individual,Manual,Second Owner,5,23.57,1396,70.0,140.0,12.254862809699606
Tata Indigo eCS LX BSIV,2011,210000,175000,Diesel,Individual,Manual,Second Owner,5,23.03,1396,69.0,140.0,12.254862809699606
Hyundai Accent Gvs,2003,70000,120000,Petrol,Individual,Manual,Third Owner,5,19.2,1248,82.0,180.0,11.156250521031495
Maruti Ritz ZDi,2014,375000,110000,Diesel,Individual,Manual,Third Owner,5,23.2,1248,73.94,190.0,12.834681304952548
Maruti Swift Dzire VXi,2012,380000,112048,Petrol,Individual,Manual,Second Owner,5,17.5,1298,85.8,114.0,12.84792653170257
Honda City 1.5 S MT,2010,360000,98000,Petrol,Individual,Manual,Third Owner,5,17.0,1497,118.0,146.0,12.793859310432293
Mahindra XUV500 W6 2WD,2015,944999,41000,Diesel,Individual,Manual,First Owner,7,15.1,2179,140.0,330.0,13.758939148274262
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2016,620000,120000,Diesel,Individual,Manual,First Owner,10,13.58,2499,72.4,171.0,13.337474757021274
Toyota Platinum Etios 1.4 GXD,2018,780000,116000,Diesel,Individual,Manual,First Owner,5,23.59,1364,67.05,170.0,13.567049198665774
Maruti Swift LXI,2020,445000,1000,Petrol,Individual,Manual,First Owner,5,21.21,1197,81.8,113.0,13.005829561148378
Hyundai Xcent 1.2 VTVT S AT,2018,575000,15000,Petrol,Individual,Automatic,First Owner,5,17.36,1197,81.86,113.75,13.262125319779487
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,975000,5000,Diesel,Individual,Manual,First Owner,5,25.1,1248,88.5,200.0,13.790192749979985
Tata Tiago 2019-2020 XZ Plus Dual Tone,2019,450000,3500,Petrol,Individual,Manual,First Owner,5,23.84,1199,83.83,114.0,13.017002861746503
Maruti Swift 1.3 VXi,2009,198000,91000,Petrol,Individual,Manual,Second Owner,5,19.2,1248,82.0,180.0,12.196022309676673
Ford Figo 1.5D Trend MT,2017,495000,56000,Diesel,Individual,Manual,First Owner,5,25.83,1498,99.0,215.0,13.112313041550827
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,830000,215000,Diesel,Individual,Manual,First Owner,7,12.99,2494,100.0,200.0,13.62918097977278
Mahindra XUV500 W6 2WD,2012,800000,40000,Diesel,Individual,Manual,First Owner,7,15.1,2179,140.0,330.0,13.592367006650065
Maruti Swift VDI BSIV W ABS,2010,300000,70000,Diesel,Individual,Manual,Third Owner,5,19.2,1248,82.0,180.0,12.611537753638338
Maruti Ritz VDi,2013,300000,120000,Diesel,Individual,Manual,Second Owner,5,23.2,1248,73.94,190.0,12.611537753638338
Honda Brio 1.2 S MT,2017,480000,30400,Petrol,Dealer,Manual,First Owner,5,18.5,1198,86.8,109.0,13.081541382884074
Honda BR-V i-DTEC VX MT,2017,950000,24000,Diesel,Dealer,Manual,First Owner,7,21.9,1498,98.6,200.0,13.764217263576723
Honda BR-V i-VTEC VX MT,2017,840000,30646,Petrol,Dealer,Manual,First Owner,7,15.4,1497,117.3,145.0,13.641157170819497
Hyundai Verna 1.6 CRDi S,2017,800000,15000,Diesel,Individual,Manual,First Owner,5,23.9,1582,126.2,259.9,13.592367006650065
Volkswagen Vento 1.5 TDI Comfortline,2017,750000,50000,Diesel,Individual,Manual,First Owner,5,22.27,1498,108.6,250.0,13.527828485512494
Hyundai EON Era Plus,2017,254999,34000,Petrol,Individual,Manual,First Owner,5,21.1,814,55.2,74.5,12.449014902564246
Mercedes-Benz B Class B200 CDI Sport,2016,1859000,40000,Diesel,Individual,Automatic,Second Owner,5,19.7,2143,134.1,300.0,14.435549266703582
Volkswagen Ameo 1.5 TDI Comfortline AT,2017,655000,50000,Diesel,Individual,Automatic,First Owner,5,22.0,1498,108.495,250.0,13.39239051461739
Ford Figo Diesel ZXI,2011,210000,84000,Diesel,Individual,Manual,Second Owner,5,20.0,1399,68.0,160.0,12.254862809699606
Hyundai Santro Sportz AMT BSIV,2019,466000,25000,Petrol,Individual,Automatic,Fourth & Above Owner,5,20.3,1086,68.0,99.0,13.051940913107783
Ford Figo Aspire Facelift,2018,624000,14681,Diesel,Dealer,Manual,First Owner,5,19.2,1248,82.0,180.0,13.343905647351566
Ford Figo 1.5D Titanium MT,2015,580000,52000,Diesel,Individual,Manual,First Owner,5,25.83,1498,99.0,215.0,13.270783382522602
Hyundai Santro Sportz BSIV,2019,430000,18500,Petrol,Individual,Manual,First Owner,5,20.3,1086,68.0,99.0,12.971540487669746
Tata Indigo CS eLX BS IV,2012,155000,50000,Diesel,Individual,Manual,First Owner,5,23.03,1396,69.0,140.0,11.951180395901384
Datsun RediGO 1.0 S,2017,240000,35000,Petrol,Individual,Manual,First Owner,5,22.5,999,67.0,91.0,12.388394202324129
Toyota Etios G,2016,540000,15500,Petrol,Individual,Manual,First Owner,5,16.78,1496,88.73,132.0,13.199324418540456
Tata Indigo CS LX (TDI) BS III,2013,250000,120000,Diesel,Individual,Manual,First Owner,5,19.09,1396,69.0,135.0,12.429216196844383
Tata Indigo eCS VX BSIV,2012,260000,60000,Diesel,Individual,Manual,First Owner,5,25.0,1396,69.0,140.0,12.468436909997665
Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,550000,43011,Petrol,Dealer,Manual,First Owner,5,18.88,999,123.37,170.0,13.217673557208654
Ford Figo Aspire 1.5 TDCi Titanium,2017,550000,15000,Diesel,Individual,Manual,First Owner,5,25.83,1498,99.0,215.0,13.217673557208654
Mahindra Bolero SLX,2011,370000,110000,Diesel,Individual,Manual,Second Owner,7,13.6,2523,63.0,180.0,12.821258284620408
Maruti Alto LXi BSIII,2005,125000,70000,Petrol,Individual,Manual,Fourth & Above Owner,5,19.7,796,46.3,62.0,11.736069016284437
Tata Indica Vista Aqua 1.4 TDI,2010,200000,110000,Diesel,Individual,Manual,First Owner,5,17.0,1405,71.0,135.0,12.206072645530174
Hyundai i20 Active 1.4 SX,2016,720000,80000,Diesel,Individual,Manual,First Owner,5,21.19,1396,88.73,220.0,13.487006490992238
Ford Figo Aspire 1.2 Ti-VCT Titanium,2018,700000,25000,Petrol,Individual,Manual,First Owner,5,18.16,1196,86.8,112.0,13.458835614025542
Hyundai Santro Magna,2020,500000,1000,Petrol,Individual,Manual,First Owner,5,20.3,1086,68.07,99.07,13.122363377404328
Maruti 800 AC BSII,2007,125000,60000,Petrol,Individual,Manual,Second Owner,4,16.1,796,37.0,59.0,11.736069016284437
Renault Lodgy 85PS RxZ,2015,690000,80000,Diesel,Individual,Manual,First Owner,8,21.04,1461,83.8,200.0,13.444446876573442
Jeep Compass 2.0 Limited,2017,1550000,120000,Diesel,Individual,Manual,First Owner,5,17.1,1956,170.0,350.0,14.253765488895429
Tata Indica V2 1.2 GLE BSIII,2013,170000,110000,Petrol,Individual,Manual,Second Owner,5,15.3,1193,65.3,5886.0,12.043553716032399
Fiat Linea Emotion (Diesel),2010,275000,110000,Diesel,Individual,Manual,Third Owner,5,20.4,1248,91.7,209.0,12.524526376648708
Toyota Innova 2.5 V Diesel 8-seater,2007,500000,200000,Diesel,Individual,Manual,Third Owner,8,12.8,2494,102.0,33354.0,13.122363377404328
Volkswagen Jetta 2.0L TDI Highline,2013,950000,80000,Diesel,Individual,Manual,Second Owner,5,19.33,1968,138.1,320.0,13.764217263576723
Maruti Swift Dzire ZDI,2019,802999,24000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.02,190.0,13.59610874759811
Maruti Swift Dzire VDI,2013,470000,150000,Diesel,Individual,Manual,First Owner,5,23.4,1248,74.0,190.0,13.060487973686241
Renault KWID RXT,2015,300000,60000,Petrol,Individual,Manual,First Owner,5,25.17,799,53.3,72.0,12.611537753638338
Renault Duster 110PS Diesel RxL,2014,600000,116000,Diesel,Individual,Manual,First Owner,5,19.01,1461,108.45,248.0,13.304684934198283
Mahindra KUV 100 D75 K8,2018,700000,30000,Diesel,Individual,Manual,First Owner,6,25.32,1198,77.0,190.0,13.458835614025542
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,3250000,33000,Diesel,Individual,Automatic,First Owner,7,11.3,2987,254.8,619.0,14.994165554305921
Volkswagen Ameo 1.5 TDI Comfortline,2020,800000,25000,Diesel,Individual,Manual,First Owner,5,21.66,1498,108.62,250.0,13.592367006650065
Audi A6 2.0 TDI,2014,2200000,60000,Diesel,Individual,Automatic,First Owner,5,17.68,1968,174.33,380.0,14.603967918328545
Hyundai Verna CRDi SX ABS,2007,245000,121000,Diesel,Individual,Manual,Second Owner,5,18.1,1493,110.0,7357.5,12.409013489526863
Hyundai Verna CRDi SX,2010,310000,120000,Diesel,Individual,Manual,Second Owner,5,16.8,1493,110.0,7357.5,12.644327576461329
Hyundai Verna CRDi SX ABS,2007,245000,120000,Diesel,Individual,Manual,Second Owner,5,18.1,1493,110.0,7357.5,12.409013489526863
Volkswagen Polo Petrol Comfortline 1.2L,2011,450000,110000,Petrol,Individual,Manual,First Owner,5,16.47,1198,73.9,110.0,13.017002861746503
Volkswagen Jetta 2.0L TDI Highline AT,2013,850000,84000,Diesel,Individual,Automatic,Second Owner,5,16.96,1968,138.03,320.0,13.652991628466498
Honda CR-V 2.4 4WD AT,2004,325000,120000,Petrol,Individual,Automatic,Third Owner,5,10.1,2354,152.0,215.0,12.691580461311874
Hyundai Creta 1.6 CRDi SX Option,2015,1000000,73500,Diesel,Individual,Manual,First Owner,5,19.67,1582,126.2,259.9,13.815510557964274
Hyundai Xcent 1.1 CRDi SX,2016,590000,34000,Diesel,Individual,Manual,Second Owner,5,24.4,1120,71.0,180.4,13.287877815881902
Nissan Kicks XV D BSIV,2019,1200000,23000,Diesel,Individual,Manual,First Owner,5,20.45,1461,108.5,240.0,13.997832114758229
Ford Fiesta 1.4 SXi TDCi ABS,2008,175000,163000,Diesel,Individual,Manual,Third Owner,5,17.8,1399,68.0,0.0,12.072541252905651
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,2175000,50000,Diesel,Individual,Automatic,First Owner,7,11.36,2755,171.5,360.0,14.592539222504922
Honda City i-DTEC VX,2019,1110000,10500,Diesel,Individual,Manual,First Owner,5,25.6,1498,97.9,200.0,13.919870573288517
Mitsubishi Lancer 2.0 LXd,2000,150000,280000,Diesel,Individual,Manual,Second Owner,5,14.8,1998,68.0,0.0,11.918390573078392
Volkswagen Vento Diesel Highline,2013,325000,155000,Diesel,Individual,Manual,Second Owner,5,20.54,1598,103.6,250.0,12.691580461311874
Ford Fiesta 1.4 SXi TDCi ABS,2010,325000,163000,Diesel,Individual,Manual,First Owner,5,17.8,1399,68.0,0.0,12.691580461311874
Honda City 2017-2020 GXi,2008,280000,75000,Petrol,Individual,Manual,First Owner,5,17.7,1497,78.0,6867.0,12.542544882151386
Maruti Estilo LXI,2008,160000,56000,Petrol,Individual,Manual,Third Owner,5,19.2,1248,82.0,180.0,11.982929094215963
Honda City i DTEC V,2014,640000,120000,Diesel,Individual,Manual,Second Owner,5,26.0,1498,98.6,200.0,13.369223455335854
Tata Indica V2 DLE BSIII,2007,65000,120000,Diesel,Individual,Manual,Third Owner,5,17.88,1396,52.8,85.0,11.082142548877775
Skoda Octavia Ambiente 1.9 TDI MT,2007,195000,175000,Diesel,Individual,Manual,Second Owner,5,18.7,1896,66.0,180.0,12.180754837545884
Maruti Wagon R LX Minor,2009,160000,80000,Petrol,Individual,Manual,Second Owner,5,18.9,998,67.1,90.0,11.982929094215963
Maruti Celerio VXI,2015,330000,84000,Petrol,Individual,Manual,Second Owner,5,23.1,998,67.04,90.0,12.706847933442663
Ford Figo Petrol LXI,2010,180000,50000,Petrol,Individual,Manual,Second Owner,5,15.6,1196,70.0,102.0,12.100712129872347
Hyundai i10 Era,2011,300000,30000,Petrol,Individual,Manual,First Owner,5,19.81,1086,68.05,99.04,12.611537753638338
Hyundai i20 1.2 Asta Dual Tone,2018,730000,2388,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,114.7,13.500799813124575
Hyundai EON Era Plus,2014,250000,80000,Petrol,Individual,Manual,Second Owner,5,21.1,814,55.2,74.5,12.429216196844383
Ford Aspire Trend Plus,2018,690000,13000,Petrol,Individual,Manual,First Owner,5,20.4,1194,94.93,120.0,13.444446876573442
Maruti Baleno Alpha 1.2,2016,650000,35000,Petrol,Individual,Manual,Second Owner,5,21.4,1197,83.1,115.0,13.38472764187182
Mahindra Verito 1.5 D4 BSIV,2015,380000,120000,Diesel,Individual,Manual,Second Owner,5,21.03,1461,65.0,160.0,12.84792653170257
Tata Zest Revotron 1.2 XT,2014,360000,50000,Petrol,Individual,Manual,Second Owner,5,17.57,1193,88.7,140.0,12.793859310432293
Hyundai Verna 1.6 SX CRDi (O),2012,590000,110000,Diesel,Individual,Manual,Second Owner,5,22.32,1582,126.32,259.8,13.287877815881902
Mahindra XUV500 W4,2013,750000,70000,Diesel,Individual,Manual,Second Owner,7,15.1,2179,140.0,330.0,13.527828485512494
Fiat Grande Punto 1.3 Emotion (Diesel),2011,254999,100000,Diesel,Individual,Manual,Third Owner,5,20.3,1248,75.0,197.0,12.449014902564246
Hyundai Grand i10 SportZ Edition,2015,499000,20000,Petrol,Individual,Manual,First Owner,5,18.9,1197,81.86,113.75,13.120361374733656
Maruti Swift Dzire AMT ZDI Plus,2018,730000,60000,Diesel,Individual,Automatic,First Owner,5,28.4,1248,74.02,190.0,13.500799813124575
Renault Pulse RxL,2012,220000,75000,Diesel,Individual,Manual,First Owner,5,23.08,1461,63.12,160.0,12.301382825334498
Maruti Swift 1.3 ZXI,2006,229999,110000,Petrol,Individual,Manual,Third Owner,5,19.2,1248,82.0,180.0,12.345830240069793
Maruti Swift 1.3 VXi,2006,215000,90000,Petrol,Individual,Manual,Fourth & Above Owner,5,19.2,1248,82.0,180.0,12.2783933071098
Tata Indica V2 DLS TC,2006,100000,110000,Diesel,Individual,Manual,Third Owner,5,16.8,1405,62.0,4905.0,11.512925464970229
Hyundai Accent GLS 1.6,2004,110000,120000,Petrol,Individual,Manual,Fourth & Above Owner,5,14.4,1599,94.0,122.625,11.608235644774552
Tata Indica Vista Aqua 1.4 TDI,2009,152000,48000,Diesel,Individual,Manual,Second Owner,5,17.0,1405,71.0,135.0,11.931635799828413
Hyundai i20 1.2 Magna Executive,2014,415000,72000,Petrol,Dealer,Manual,First Owner,5,18.6,1197,81.83,114.7,12.936033799212835
Maruti Swift VXI BSIV,2015,475000,51000,Petrol,Dealer,Manual,First Owner,5,22.0,1197,81.8,113.0,13.071070083016778
Maruti Ignis Zeta,2017,525000,29000,Petrol,Dealer,Manual,First Owner,5,20.89,1197,81.8,113.0,13.17115354157376
Maruti Wagon R VXI 1.2,2015,365000,28000,Petrol,Dealer,Manual,First Owner,5,20.52,1197,81.8,113.0,12.80765263256463
Maruti Swift VDI BSIV,2011,375000,97000,Diesel,Dealer,Manual,First Owner,5,25.2,1248,74.0,190.0,12.834681304952548
Maruti Swift Dzire VDI,2018,765000,59000,Diesel,Dealer,Manual,First Owner,5,28.4,1248,74.02,190.0,13.547631112808673
Maruti Swift Dzire VDI,2019,770000,27000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.02,190.0,13.554145793829866
Mahindra XUV500 W6 2WD,2014,780000,69000,Diesel,Dealer,Manual,First Owner,7,15.1,2179,140.0,330.0,13.567049198665774
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,990000,15000,Diesel,Individual,Manual,First Owner,5,25.1,1248,88.5,200.0,13.805460222110773
Maruti Swift Dzire VDI,2019,800000,35700,Diesel,Dealer,Manual,First Owner,5,28.4,1248,74.02,190.0,13.592367006650065
Hyundai Verna 1.6 SX,2012,350000,120000,Diesel,Individual,Manual,Third Owner,5,22.32,1582,126.32,259.8,12.765688433465597
Volkswagen Polo Diesel Comfortline 1.2L,2013,325000,120000,Diesel,Individual,Manual,First Owner,5,22.07,1199,73.9,180.0,12.691580461311874
Volkswagen Polo Diesel Comfortline 1.2L,2013,360000,80000,Diesel,Individual,Manual,First Owner,5,22.07,1199,73.9,180.0,12.793859310432293
Maruti Alto K10 2010-2014 VXI,2010,148000,120000,Petrol,Individual,Manual,First Owner,5,20.92,998,67.1,90.0,11.904967552746252
Maruti Baleno Delta 1.3,2017,670000,36000,Diesel,Individual,Manual,First Owner,5,27.39,1248,74.0,190.0,13.415032991367148
Toyota Etios Liva GD,2014,430999,120000,Diesel,Individual,Manual,First Owner,5,23.59,1364,67.04,170.0,12.973861048897579
Maruti Omni E MPI STD BS IV,2017,260000,9000,Petrol,Individual,Manual,First Owner,8,16.8,796,34.2,59.0,12.468436909997665
